"Nazwa","Cena","Popularność","RAM(GB)","GPU","Pamięć GPU(GB)","CPU","Taktowanie(GHz)","Rdzenie","Wątki","Przekątna","System","Indeks"
"HP 255 G7 (15A08EA) 16 GB RAM/ 256 GB M.2 PCIe/",2510.93,1,16,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Brak",678
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 S",2449.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",679
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 20 GB RAM / 256 GB SSD PCIe / Windows 10 S",2449.0,1,20,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",680
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 S",2449.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",681
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 256 GB SSD PCIe / 256 GB SSD / Windows 11 S",2449.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",682
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 256 GB SSD PCIe / Windows 11 S",2449.0,1,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",683
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 1 TB SSD PCIe",2449.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",684
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2449.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",685
"Lenovo Ideapad 3-15ALC (82KU00VXPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2449.0,1,12,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",686
"Lenovo IdeaPad 3 15ITL6 (82H8019KPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2449.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Pro",687
"Asus ExpertBook B1 B1400 (B1400CEAE-EB0284T)",2451.32,2,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,14.0,"Windows 10 Home",688
"Acer Aspire 3 i5-1035G1 / 8 GB / 512 GB / W11 (NX.HS5EP.00Q)",2339.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 11 Home",689
"Asus VivoBook 15 X515EA (X515EA-BQ1226)",2199.0,13,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",690
"Acer Aspire 3 i5-1135G7 / 8 GB / 512 GB / W11 (NX.ADDEP.01M)",2399.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",691
"HP 255 G7 (2D321EA) 12 GB RAM/ 512 GB M.2 PCIe/ Windows 10 Home",2549.59,0,12,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",692
"HP 15s-fq2720nd i3-1115G4 / 8 GB / 256 GB / W10 (424J9EA_8_256)",1873.33,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",693
"Acer Extensa 15 (NX.EFPEP.00E)",2481.0,3,8,"Intel UHD Graphics 620",0,"Intel Core i3-7020U",2.3,2,4,15.6,"Brak",694
"HP 15s-fq5244nw i5-1235U / 8 GB / 512 GB / W11 (712N3EA)",2488.8,0,8,"Intel Iris Xe",0,"Intel Core i5-1235U",0.9,10,12,15.6,"Windows 11 Home",695
"HP 15-db1002nw (6VP68EA)",2499.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",696
"HP 255 G7 (2D321EA) 16 GB RAM/ 512 GB M.2 PCIe/ Windows 10 Home",2557.98,1,16,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",697
"HP 15-db1008nw (7EE34EA)",2499.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",698
"HP 15-db1011nw (7SC83EA)",2499.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",699
"HP 15s-fq1004nw (8XN30EA)",2499.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",700
"HP 15-db1025nw (1F9B3EA)",2499.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",701
"HP 15-db1033nw (9PX62EA)",2499.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Home",702
"HP 15s-fq1102nw (13G45EA)",2499.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",703
"HP 15s-eq1028nw (201L0EA)",2499.0,1,16,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Windows 10 Home",704
"Lenovo IdeaPad 3-17IML05 (81WC0001US)",2499.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,17.3,"Windows 10 Home",705
"HP 15s-fq2010nw (2Q4Y2EA)",2499.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",706
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 32 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2499.0,1,32,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",707
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 8 GB RAM / 2 TB SSD PCIe / Windows 10 Home",2499.0,2,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",708
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 S",2499.0,4,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",709
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 4 GB RAM / 1 TB SSD PCIe / Windows 10 S",2499.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",710
"HP ENVY 13-ba1011ne (2Z1J7EAR#ABV)",2499.0,5,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,13.3,"Windows 10 Home",711
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2499.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",712
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 10 Home",2499.0,4,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",713
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / 2 TB SSD",2499.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",714
"Lenovo V15-ADA (82C7S02W00)",2499.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,15.6,"Windows 10 Pro Edu",715
"Acer Aspire 3 (NX.HT8EP.002) / 4 GB RAM / 512 GB SSD PCIe / Windows 10 S",2499.0,1,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",716
"Acer Aspire 3 (NX.HT8EP.002) / 12 GB RAM / 256 GB SSD PCIe / Windows 10 S",2499.0,1,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",717
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 11 S",2499.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",718
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 11 S",2499.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",719
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 S",2499.0,1,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",720
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 1 TB SSD PCIe / Windows 11 S",2499.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",721
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 256 GB SSD PCIe / 256 GB SSD / Windows 11 S",2499.0,1,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",722
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 11 S",2499.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",723
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 11 S",2499.0,2,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",724
"HP 15-dw3002nw (33G92EA)",2499.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",725
"HP 15s-fq2156nw (471Q6EA)",2499.0,0,8,"Intel UHD Graphics",0,"Intel Core i3-1115G4",1.7,2,4,15.6,"Windows 10 Home",726
"HP 17-by2019ds (22J78UA)",2499.0,1,8,"Intel UHD Graphics 630",0,"Intel Celeron N4020",1.1,2,2,17.3,"Windows 10 Home",727
"HP 17-cn0104nw (4H4E5EA)",2499.0,1,8,"Intel UHD Graphics 600",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 10 Home",728
"HP 17-by2017ds (22C38UA)",2499.0,0,8,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,17.0,"Windows 10 Home",729
"HP 250 G8 (5N3M3EA)",2499.0,45,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Windows 11 Home",730
"HP 15-dw3123nw (5A115EAR#AKD)",2499.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",731
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2499.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",732
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2499.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",733
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 1 TB SSD PCIe",2499.0,2,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",734
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2499.0,0,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",735
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2499.0,1,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",736
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 8 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2499.0,0,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",737
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 1 TB SSD PCIe / 512 GB SSD",2499.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",738
"Lenovo IdeaPad 5 15ALC05 (82LN00HMPB) / 8 GB RAM / 512 GB SSD PCIe / 1 TB SSD",2499.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Brak",739
"HP 15s-fq2689nw (584Y4EA)",2499.0,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",740
"Asus VivoBook 15 X515EA (X515EA-BQ1877)",2499.0,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",741
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2499.0,1,8,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 10 Home",742
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2499.0,0,8,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 11 Home",743
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2499.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 10 Home",744
"Lenovo IdeaPad 3 15ITL6 (82H8019KPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Pro",2499.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Pro",745
"Asus VivoBook 15 X515JA i5-1035G1 / 8 GB / 512 GB / W11 (X515JA-BQ3211W)",2499.0,11,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 11 Home",746
"Acer Aspire 3 i3-1115G4 / 8GB / 256GB / W11S (NX.AT0EP.003)",2449.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",747
"Toshiba Dynabook Satellite Pro C50-E-104",2517.13,1,8,"Intel UHD Graphics 620",0,"Intel Core i5-8250U",1.6,4,8,15.6,"Windows 10 Pro Edu",748
"Lenovo IdeaPad 3 17ALC6 (82KV006GPB)",2521.4,1,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,17.3,"Brak",749
"HP 250 G8 (2X7Y2EA)",2521.5,7,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Pro",750
"HP 255 G7 (15A08EA) 12 GB RAM/ 512 GB M.2 PCIe/",2603.16,1,12,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Brak",751
"HP 15s-eq2400nw (4W0H4EA)",2255.59,0,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",752
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 20 GB RAM / 512 GB SSD PCIe / Windows 10 S",2549.0,1,20,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",753
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 S",2549.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",754
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 11 S",2549.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",755
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 512 GB SSD PCIe / Windows 11 S",2549.0,1,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",756
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 1 TB SSD PCIe / Windows 11 S",2549.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",757
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 256 GB SSD PCIe / 256 GB SSD / Windows 11 S",2549.0,1,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",758
"HP 17-cp0104nw (4H3B2EA)",2549.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,17.3,"Windows 10 Home",759
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 12 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2549.0,0,12,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",760
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 16 GB RAM / 1 TB SSD PCIe / 256 GB SSD",2549.0,0,16,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",761
"Asus VivoBook 15 X515EA (X515EA-BQ1445) / 24 GB RAM / 1 TB SSD PCIe",2549.0,1,24,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",762
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 16 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2549.0,1,16,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Windows 10 Home",763
"Lenovo Ideapad 3-15ALC (82KU00VXPB) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Pro",2549.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Pro",764
"HP 15s-eq2904nw (4H390EA) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2549.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",765
"Lenovo IdeaPad 3 15ALC6 (82KU00W1PB) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 Home",2549.0,1,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 10 Home",766
"Lenovo IdeaPad 3 15IAU7 (82RK006NPB) / 16 GB RAM / 512 GB SSD PCIe / Windows 11 Home",2549.0,1,16,"Intel Iris Xe",0,"Intel Core i5-1235U",1.3,10,12,15.6,"Windows 11 Home",767
"Lenovo V15 G2 ALC (82KD008UPB)",2533.64,2,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Pro",768
"Lenovo IdeaPad 5 15ALC05 (82LN00M7PB)",2557.4,8,8,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5500U",2.1,6,12,15.6,"Windows 11 Home",769
"Asus Notebook B1500CEAE-BQ1674RA i3 1115g4 8/256/int/15.6",2581.3,1,8,"Intel UHD Graphics",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Pro Edu",770
"HP 15s-eq3125nw Ryzen 5 5625U / 16 GB / 512 GB / W11 (715T2EA)",2591.8,4,16,"AMD Radeon RX Vega 7",0,"AMD Ryzen 5 5625U",2.3,6,12,15.6,"Windows 11 Home",771
"HP 14-dk0001nw (6VR62EA)",2599.0,1,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 5 3500U",2.1,4,8,14.0,"Windows 10 Home",772
"HP 15s-fq1151nw (201L2EA)",2599.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",773
"Asus VivoBook 15 X509 (X509FA-EJ077T)",2599.0,0,8,"Intel UHD Graphics 620",0,"Intel Core i5-8265U",1.6,4,8,15.6,"Brak",774
"HP ProBook 430 G6 (5PP50EAR)",2599.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,13.3,"Windows 10 Pro",775
"Lenovo IdeaPad Flex 5-14ARE05 (81X2008JUK)",2599.0,2,4,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,14.0,"Windows 10 S",776
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 12 GB RAM / 2 TB SSD PCIe / Windows 10 Home",2599.0,0,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",777
"Dell Vostro 3591 (N306ZVN3591EMEA01_2101_HOME) / 16 GB RAM / 2 TB SSD PCIe / Windows 10 Home",2599.0,0,16,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",778
"Lenovo Ideapad 3-15IIL (81WE004VPB) / 12 GB RAM / 1 TB SSD PCIe / Windows 10 S",2599.0,0,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",779
"HP 15-ef1004ds (3J348UAR)",2599.0,0,8,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.4,2,4,15.6,"Windows 10 Home",780
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 10 Home",2599.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",781
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / Windows 10 Home",2599.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",782
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / Windows 10 Pro",2599.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",783
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe / 2 TB SSD",2599.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",784
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 2 TB SSD PCIe / 1 TB SSD",2599.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",785
"Acer Aspire 3 (NX.HT8EP.002) / 8 GB RAM / 512 GB SSD PCIe / Windows 10 S",2599.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",786
"Acer Aspire 3 (NX.HT8EP.002) / 12 GB RAM / 512 GB SSD PCIe / Windows 10 S",2599.0,1,12,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",787
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 8 GB RAM / 512 GB SSD PCIe / 256 GB SSD",2599.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",788
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD",2599.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",789
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 12 GB RAM / 512 GB SSD PCIe",2599.0,1,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",790
"Asus VivoBook 15 X515EA (X515EA-BQ1226) / 16 GB RAM / 512 GB SSD PCIe",2599.0,1,16,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",791
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 512 GB SSD PCIe / 256 GB SSD / Windows 11 S",2599.0,2,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",792
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 8 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 11 S",2599.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",793
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 512 GB SSD PCIe / 512 GB SSD / Windows 11 S",2599.0,0,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",794
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 1 TB SSD PCIe / 256 GB SSD / Windows 11 S",2599.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",795
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 1 TB SSD PCIe / 512 GB SSD / Windows 11 S",2599.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",796
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 12 GB RAM / 1 TB SSD PCIe / Windows 11 S",2599.0,1,12,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",797
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 20 GB RAM / 256 GB SSD PCIe / 512 GB SSD / Windows 11 S",2599.0,1,20,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",798
"Lenovo IdeaPad 3 15ITL6 (82H801QNPB) / 4 GB RAM / 256 GB SSD PCIe / 1 TB SSD / Windows 11 S",2599.0,0,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",799
"HP 250 G8 2X7V0EA",2599.0,1,8,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Pro",800
"HP 17-by4010nr (2Q4U8UAR)",2599.0,0,8,"Intel UHD Graphics G4",0,"Intel Core i3-1125G4",2.0,4,8,17.3,"Windows 10 Home",801
"HP 17-cn0013dx (37P29UA)",2599.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 10 Home",802
"HP 17-cn0013dx (37P29UA 128SSD)",2599.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,17.3,"Windows 10 Home",803
